no,fetch,update,vm_id,vm_name,cpu_usage,max_cpu,mem_usage,max_mem,cum_netin,cum_netout,rate_netin,rate_netout,bw_usage,max_bw,score,priority,unix_timestamp,timestamp
1,1,1,204,laos-4,0.0425563882005797,1,0.8711624145507812,1073741824,28079716,1944424103,0,0,0,12500000,0.913718802751361,4,1748197285,2025-05-26 01:21:25
2,1,1,201,laos-1,0.0404285687905507,1,0.8421554565429688,1073741824,26632427,1964934557,0,0,0,12500000,0.8825840253335194,1,1748197285,2025-05-26 01:21:25
3,1,1,202,laos-2,0.0414924784955652,1,0.8689498901367188,1073741824,28181939,1965538632,0,0,0,12500000,0.910442368632284,2,1748197285,2025-05-26 01:21:25
4,1,1,203,laos-3,0.0414924784955652,1,0.8713455200195312,1073741824,26580693,1951601539,0,0,0,12500000,0.9128379985150965,3,1748197285,2025-05-26 01:21:25
5,2,1,203,laos-3,0.0414924784955652,1,0.8713455200195312,1073741824,26580693,1951601539,0,0,0,12500000,0.9128379985150965,3,1748197286,2025-05-26 01:21:26
6,2,1,204,laos-4,0.0425563882005797,1,0.8711624145507812,1073741824,28079716,1944424103,0,0,0,12500000,0.913718802751361,4,1748197286,2025-05-26 01:21:26
7,2,1,201,laos-1,0.0404285687905507,1,0.8421554565429688,1073741824,26632427,1964934557,0,0,0,12500000,0.8825840253335194,1,1748197286,2025-05-26 01:21:26
8,2,1,202,laos-2,0.0414924784955652,1,0.8689498901367188,1073741824,28181939,1965538632,0,0,0,12500000,0.910442368632284,2,1748197286,2025-05-26 01:21:26
9,3,1,203,laos-3,0.0414924784955652,1,0.8713455200195312,1073741824,26580693,1951601539,0,0,0,12500000,0.9128379985150965,3,1748197287,2025-05-26 01:21:27
10,3,1,204,laos-4,0.0425563882005797,1,0.8711624145507812,1073741824,28079716,1944424103,0,0,0,12500000,0.913718802751361,4,1748197287,2025-05-26 01:21:27
11,3,1,201,laos-1,0.0404285687905507,1,0.8421554565429688,1073741824,26632427,1964934557,0,0,0,12500000,0.8825840253335194,1,1748197287,2025-05-26 01:21:27
12,3,1,202,laos-2,0.0414924784955652,1,0.8689498901367188,1073741824,28181939,1965538632,0,0,0,12500000,0.910442368632284,2,1748197287,2025-05-26 01:21:27
13,4,1,203,laos-3,0.0414924784955652,1,0.8713455200195312,1073741824,26580693,1951601539,0,0,0,12500000,0.9128379985150965,3,1748197288,2025-05-26 01:21:28
14,4,1,204,laos-4,0.0425563882005797,1,0.8711624145507812,1073741824,28079716,1944424103,0,0,0,12500000,0.913718802751361,4,1748197288,2025-05-26 01:21:28
15,4,1,201,laos-1,0.0404285687905507,1,0.8421554565429688,1073741824,26632427,1964934557,0,0,0,12500000,0.8825840253335194,1,1748197288,2025-05-26 01:21:28
16,4,1,202,laos-2,0.0414924784955652,1,0.8689498901367188,1073741824,28181939,1965538632,0,0,0,12500000,0.910442368632284,2,1748197288,2025-05-26 01:21:28
17,5,1,201,laos-1,0.0404285687905507,1,0.8421554565429688,1073741824,26632427,1964934557,0,0,0,12500000,0.8825840253335194,1,1748197289,2025-05-26 01:21:29
18,5,1,202,laos-2,0.0414924784955652,1,0.8689498901367188,1073741824,28181939,1965538632,0,0,0,12500000,0.910442368632284,2,1748197289,2025-05-26 01:21:29
19,5,1,203,laos-3,0.0414924784955652,1,0.8713455200195312,1073741824,26580693,1951601539,0,0,0,12500000,0.9128379985150965,3,1748197289,2025-05-26 01:21:29
20,5,1,204,laos-4,0.0425563882005797,1,0.8711624145507812,1073741824,28079716,1944424103,0,0,0,12500000,0.913718802751361,4,1748197289,2025-05-26 01:21:29
21,6,1,201,laos-1,0.0404285687905507,1,0.8421554565429688,1073741824,26632427,1964934557,0,0,0,12500000,0.8825840253335194,1,1748197290,2025-05-26 01:21:30
