no,fetch,update,vm_id,vm_name,cpu_usage,max_cpu,mem_usage,max_mem,cum_netin,cum_netout,rate_netin,rate_netout,bw_usage,max_bw,score,priority,unix_timestamp,timestamp
37,10,0,201,laos-1,0.0442367886553073,1,0.8129615783691406,1073741824,35437492,2583774282,0,0,0,12500000,0.857198367024448,1,1748227291,2025-05-26 09:41:31
38,10,0,202,laos-2,0.0442367886553073,1,0.8620796203613281,1073741824,35847589,2585883817,0,0,0,12500000,0.9063164090166355,2,1748227291,2025-05-26 09:41:31
39,10,0,203,laos-3,0.0461601272924945,1,0.8671340942382812,1073741824,34308043,2567705035,0,0,0,12500000,0.9132942215307758,3,1748227291,2025-05-26 09:41:31
40,10,0,204,laos-4,0.0451984579739009,1,0.868804931640625,1073741824,35719336,2558161263,0,0,0,12500000,0.9140033896145259,4,1748227291,2025-05-26 09:41:31
41,11,0,201,laos-1,0.0432882234681952,1,0.8129615783691406,1073741824,35440058,2583984627,2550.375380270312,209064.18915158173,0.016929165162548162,12500000,0.873178966999884,4,1748227292,2025-05-26 09:41:32
42,11,0,202,laos-2,0.0423262629466798,1,0.8620796203613281,1073741824,35849993,2586076862,2389.361813784033,191869.53050829397,0.01554071138576624,12500000,0.9199465946937743,1,1748227292,2025-05-26 09:41:32
43,11,0,203,laos-3,0.0432882234681952,1,0.8671340942382812,1073741824,34310555,2567906272,2496.704191441552,200011.64863579764,0.016200668226179136,12500000,0.9266229859326556,2,1748227292,2025-05-26 09:41:32
44,11,0,204,laos-4,0.0423262629466798,1,0.868804931640625,1073741824,35721902,2558368358,2550.375380270312,205833.9787128138,0.01667074832744673,12500000,0.9278019429147516,3,1748227292,2025-05-26 09:41:32
45,12,0,204,laos-4,0.0423262629466798,1,0.868804931640625,1073741824,35721902,2558368358,2550.375380270312,205833.9787128138,0.01667074832744673,12500000,0.9278019429147516,3,1748227293,2025-05-26 09:41:33
46,12,0,201,laos-1,0.0432882234681952,1,0.8129615783691406,1073741824,35440058,2583984627,2550.375380270312,209064.18915158173,0.016929165162548162,12500000,0.873178966999884,4,1748227293,2025-05-26 09:41:33
47,12,0,202,laos-2,0.0423262629466798,1,0.8620796203613281,1073741824,35849993,2586076862,2389.361813784033,191869.53050829397,0.01554071138576624,12500000,0.9199465946937743,1,1748227293,2025-05-26 09:41:33
48,12,0,203,laos-3,0.0432882234681952,1,0.8671340942382812,1073741824,34310555,2567906272,2496.704191441552,200011.64863579764,0.016200668226179136,12500000,0.9266229859326556,2,1748227293,2025-05-26 09:41:33
49,13,0,201,laos-1,0.0432882234681952,1,0.8129615783691406,1073741824,35440058,2583984627,2550.375380270312,209064.18915158173,0.016929165162548162,12500000,0.873178966999884,4,1748227294,2025-05-26 09:41:34
50,13,0,202,laos-2,0.0423262629466798,1,0.8620796203613281,1073741824,35849993,2586076862,2389.361813784033,191869.53050829397,0.01554071138576624,12500000,0.9199465946937743,1,1748227294,2025-05-26 09:41:34
51,13,0,203,laos-3,0.0432882234681952,1,0.8671340942382812,1073741824,34310555,2567906272,2496.704191441552,200011.64863579764,0.016200668226179136,12500000,0.9266229859326556,2,1748227294,2025-05-26 09:41:34
52,13,0,204,laos-4,0.0423262629466798,1,0.868804931640625,1073741824,35721902,2558368358,2550.375380270312,205833.9787128138,0.01667074832744673,12500000,0.9278019429147516,3,1748227294,2025-05-26 09:41:34
53,14,0,203,laos-3,0.0432882234681952,1,0.8671340942382812,1073741824,34310555,2567906272,2496.704191441552,200011.64863579764,0.016200668226179136,12500000,0.9266229859326556,2,1748227295,2025-05-26 09:41:35
54,14,0,204,laos-4,0.0423262629466798,1,0.868804931640625,1073741824,35721902,2558368358,2550.375380270312,205833.9787128138,0.01667074832744673,12500000,0.9278019429147516,3,1748227295,2025-05-26 09:41:35
55,14,0,201,laos-1,0.0432882234681952,1,0.8129615783691406,1073741824,35440058,2583984627,2550.375380270312,209064.18915158173,0.016929165162548162,12500000,0.873178966999884,4,1748227295,2025-05-26 09:41:35
56,14,0,202,laos-2,0.0423262629466798,1,0.8620796203613281,1073741824,35849993,2586076862,2389.361813784033,191869.53050829397,0.01554071138576624,12500000,0.9199465946937743,1,1748227295,2025-05-26 09:41:35
57,15,0,201,laos-1,0.0432882234681952,1,0.8129615783691406,1073741824,35440058,2583984627,2550.375380270312,209064.18915158173,0.016929165162548162,12500000,0.873178966999884,4,1748227296,2025-05-26 09:41:36
58,15,0,202,laos-2,0.0423262629466798,1,0.8620796203613281,1073741824,35849993,2586076862,2389.361813784033,191869.53050829397,0.01554071138576624,12500000,0.9199465946937743,1,1748227296,2025-05-26 09:41:36
59,15,0,203,laos-3,0.0432882234681952,1,0.8671340942382812,1073741824,34310555,2567906272,2496.704191441552,200011.64863579764,0.016200668226179136,12500000,0.9266229859326556,2,1748227296,2025-05-26 09:41:36
60,15,0,204,laos-4,0.0423262629466798,1,0.868804931640625,1073741824,35721902,2558368358,2550.375380270312,205833.9787128138,0.01667074832744673,12500000,0.9278019429147516,3,1748227296,2025-05-26 09:41:36
