no,fetch,update,vm_id,vm_name,cpu_usage,max_cpu,mem_usage,max_mem,cum_netin,cum_netout,rate_netin,rate_netout,bw_usage,max_bw,score,priority,unix_timestamp,timestamp
1,1,1,201,laos-1,0.0423220454594656,1,0.8285751342773438,1073741824,35278969,2572661747,0,0,0,12500000,0.8708971797368094,1,1748226746,2025-05-26 09:32:26
2,1,1,202,laos-2,0.0423220454594656,1,0.8726463317871094,1073741824,35696131,2574530621,0,0,0,12500000,0.914968377246575,4,1748226746,2025-05-26 09:32:26
3,1,1,203,laos-3,0.0423220454594656,1,0.8659324645996094,1073741824,34158247,2556567043,0,0,0,12500000,0.908254510059075,2,1748226746,2025-05-26 09:32:26
4,1,1,204,laos-4,0.0423220454594656,1,0.8678436279296875,1073741824,35569786,2547041373,0,0,0,12500000,0.9101656733891531,3,1748226746,2025-05-26 09:32:26
5,2,1,201,laos-1,0.0423220454594656,1,0.8285751342773438,1073741824,35278969,2572661747,0,0,0,12500000,0.8708971797368094,1,1748226747,2025-05-26 09:32:27
6,2,1,202,laos-2,0.0423220454594656,1,0.8726463317871094,1073741824,35696131,2574530621,0,0,0,12500000,0.914968377246575,4,1748226747,2025-05-26 09:32:27
7,2,1,203,laos-3,0.0423220454594656,1,0.8659324645996094,1073741824,34158247,2556567043,0,0,0,12500000,0.908254510059075,2,1748226747,2025-05-26 09:32:27
8,2,1,204,laos-4,0.0423220454594656,1,0.8678436279296875,1073741824,35569786,2547041373,0,0,0,12500000,0.9101656733891531,3,1748226747,2025-05-26 09:32:27
9,3,1,201,laos-1,0.0423220454594656,1,0.8285751342773438,1073741824,35278969,2572661747,0,0,0,12500000,0.8708971797368094,1,1748226748,2025-05-26 09:32:28
10,3,1,202,laos-2,0.0423220454594656,1,0.8726463317871094,1073741824,35696131,2574530621,0,0,0,12500000,0.914968377246575,4,1748226748,2025-05-26 09:32:28
